0x0 MAPPROPERTY_INFO_PARTY
0x1 MAPPROPERTY_INFO_GUILD
0x2 MAPPROPERTY_INFO_SIEGE
0x3 MAPPROPERTY_INFO_USE_SIMPLE_EFFECT
0x4 MAPPROPERTY_INFO_DISABLE_LOCKON
0x5 MAPPROPERTY_INFO_COUNT_PK
0x6 MAPPROPERTY_INFO_NO_PARTY_FORMATION
0x7 MAPPROPERTY_INFO_BATTLEFIELD
0x8 MAPPROPERTY_INFO_DISABLE_COSTUMEITEM
0x9 MAPPROPERTY_INFO_USECART
0xa MAPPROPERTY_INFO_SUNMOONSTAR_MIRACLE
